,IDcliente,CHURN,GENERO_CLIENTE,ADULTO_MAYOR,CON_PAREJA,CLIENTE_CON_DEPENDIENTE,ANTIGUEDAD_CLIENTE,SERVICIO_TELEFONO,MULTIPLES_LINEAS,S_INTERNET,SEGURIDAD_ONLINE,RESPALDO_ONLINE,PROTECCION_DISPOSITIVOS,SOPORTE_TECNICO,TV_STREAMING,PELICULAS_STREAMING,CONTRATO,BOLETA_ELECTRONICA,METODO_PAGO,CARGO_MENSUAL,CARGO_TOTAL,Cuentas_Diarias
164,0260-ZDLGK,Si,Mujer,0,No,Si,9,Si,No,DSL,No,No,Si,Si,Si,Si,Month-to-month,Si,Mailed check,72.9,651.4,2.43
165,0263-FJTQO,No,Hombre,0,Si,Si,50,Si,Si,DSL,Si,No,No,Si,Si,No,Two year,Si,Credit card (automatic),70.5,3486.65,2.35
166,0264-CNITK,No,Mujer,0,Si,Si,71,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,0.67
167,0265-EDXBD,Si,Hombre,1,Si,No,32,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,74.9,2303.35,2.5
168,0265-PSUAE,No,Mujer,0,Si,Si,16,Si,No,Fiber optic,Si,No,Si,No,Si,Si,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,3.36
169,0266-CLZKZ,No,Mujer,0,Si,Si,67,Si,Si,Fiber optic,No,No,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),105.65,6717.9,3.52
170,0266-GMEAO,No,Hombre,0,Si,Si,72,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,Si,Credit card (automatic),114.3,8058.55,3.81
171,0268-QKIWO,Si,Mujer,0,No,No,3,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,0.66
172,0269-XFESX,No,Hombre,0,Si,Si,23,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,0.81
173,0270-THENM,No,Hombre,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,2.33
174,0274-JKUJR,No,Hombre,0,Si,Si,7,No,No phone service,DSL,Si,Si,Si,No,Si,Si,Month-to-month,No,Mailed check,58.85,465.7,1.96
176,0277-BKSQP,No,Hombre,0,Si,Si,8,Si,No,DSL,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,54.4,475.1,1.81
177,0277-ORXQS,No,Hombre,0,Si,Si,66,No,No phone service,DSL,No,No,No,Si,Si,Si,Two year,No,Bank transfer (automatic),50.55,3364.55,1.68
178,0278-YXOOG,Si,Hombre,0,No,No,5,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,0.7
179,0280-XJGEX,Si,Hombre,0,No,No,49,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,Si,Bank transfer (automatic),103.7,5036.3,3.46
180,0281-CNTZX,No,Hombre,0,Si,No,63,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Bank transfer (automatic),19.95,1234.8,0.66
181,0282-NVSJS,No,Mujer,1,Si,Si,12,No,No phone service,DSL,No,No,No,Si,No,No,Month-to-month,Si,Mailed check,29.3,355.9,0.98
182,0285-INHLN,No,Hombre,0,Si,Si,27,Si,No,DSL,Si,Si,No,No,No,No,Month-to-month,Si,Credit card (automatic),54.75,1510.3,1.82
183,0289-IVARM,No,Mujer,0,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,2.02
184,0292-WEGCH,No,Mujer,0,Si,Si,54,Si,Si,DSL,No,Si,Si,Si,Si,Si,Month-to-month,Si,Electronic check,86.2,4524.05,2.87
185,0295-PPHDO,Si,Hombre,0,No,No,1,Si,Si,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,95.45,95.45,3.18
186,0295-QVKPB,No,Hombre,0,No,No,5,Si,No,DSL,No,No,Si,Si,Si,No,Month-to-month,Si,Credit card (automatic),63.95,318.1,2.13
187,0297-RBCSG,No,Hombre,0,No,No,19,Si,No,DSL,No,Si,No,Si,No,Si,One year,Si,Bank transfer (automatic),65.35,1231.85,2.18
188,0298-XACET,No,Hombre,0,Si,Si,52,No,No phone service,DSL,No,Si,Si,Si,Si,No,Two year,No,Mailed check,50.2,2554.0,1.67
189,0301-FIDRB,No,Mujer,0,Si,Si,72,No,No phone service,DSL,Si,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),63.8,4684.3,2.13
190,0301-KOBTQ,No,Hombre,0,No,No,32,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Bank transfer (automatic),20.05,614.45,0.67
191,0302-JOIVN,Si,Mujer,0,Si,No,8,Si,No,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,No,Electronic check,101.15,842.9,3.37
192,0303-UNCIP,No,Hombre,0,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,One year,No,Mailed check,65.0,2531.8,2.17
193,0303-WMMRN,No,Hombre,0,No,No,5,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Mailed check,19.25,86.05,0.64
194,0305-SQECB,No,Mujer,0,No,Si,11,No,No phone service,DSL,Si,No,No,Si,No,No,One year,Si,Mailed check,36.05,402.6,1.2
195,0306-JAELE,Si,Hombre,0,No,No,5,Si,No,Fiber optic,No,No,No,Si,Si,Si,Month-to-month,Si,Electronic check,96.1,453.4,3.2
196,0307-BCOPK,No,Mujer,0,No,No,16,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,0.64
197,0308-GIQJT,No,Hombre,1,No,No,71,Si,Si,Fiber optic,No,Si,No,Si,Si,Si,One year,No,Bank transfer (automatic),105.75,7382.85,3.52
198,0308-IVGOK,No,Mujer,0,No,No,11,No,No phone service,DSL,No,Si,Si,Si,No,No,One year,Si,Credit card (automatic),40.4,422.6,1.35
199,0310-MVLET,Si,Mujer,0,Si,Si,61,Si,Si,Fiber optic,No,Si,No,No,Si,Si,Month-to-month,Si,Electronic check,99.15,6010.05,3.3
200,0310-SUCIN,No,Mujer,0,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,One year,Si,Bank transfer (automatic),84.8,6046.1,2.83
201,0310-VQXAM,No,Hombre,0,No,No,9,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,0.66
202,0311-QYWSS,No,Mujer,0,No,No,6,Si,No,DSL,Si,No,No,No,No,No,Month-to-month,Si,Electronic check,49.45,314.6,1.65
203,0311-UNPFF,Si,Mujer,0,No,No,26,Si,No,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Bank transfer (automatic),88.8,2274.35,2.96
204,0314-TKOSI,No,Mujer,0,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,1.84
205,0315-LVCRK,No,Hombre,0,No,No,11,Si,No,Fiber optic,No,No,Si,No,No,Si,Month-to-month,No,Electronic check,84.8,888.75,2.83
206,0318-QUUOB,Si,Hombre,0,Si,No,1,Si,No,Fiber optic,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,80.55,80.55,2.68
207,0318-ZOPWS,No,Mujer,0,Si,No,49,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Bank transfer (automatic),20.15,973.35,0.67
208,0319-QZTCO,No,Mujer,0,Si,Si,3,Si,No,DSL,No,Si,No,No,Si,No,Month-to-month,Si,Credit card (automatic),58.7,168.6,1.96
209,0320-DWVTU,No,Mujer,0,No,No,53,Si,No,Fiber optic,Si,Si,Si,Si,No,Si,Two year,No,Mailed check,99.5,5424.25,3.32
210,0320-JDNQG,Si,Hombre,0,Si,Si,23,Si,No,Fiber optic,Si,No,No,Si,Si,Si,Month-to-month,Si,Electronic check,99.85,2331.3,3.33
211,0322-CHQRU,Si,Hombre,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1.51
212,0322-YINQP,Si,Hombre,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Month-to-month,Si,Mailed check,48.55,48.55,1.62
213,0323-XWWTN,No,Hombre,0,No,Si,3,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,26.4,121.25,0.88
214,0324-BRPCJ,Si,Mujer,1,Si,No,68,Si,Si,Fiber optic,No,Si,No,No,Si,Si,Month-to-month,Si,Electronic check,100.2,6851.65,3.34
215,0325-XBFAC,Si,Hombre,0,No,No,8,Si,No,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,Si,Electronic check,94.7,740.3,3.16
216,0326-VDYXE,No,Mujer,0,Si,No,70,Si,Si,Fiber optic,No,No,Si,No,Si,Si,One year,Si,Electronic check,97.65,6982.5,3.26
217,0327-WFZSY,No,Hombre,0,Si,Si,39,Si,Si,Fiber optic,No,No,Si,No,Si,Si,One year,No,Electronic check,100.0,3835.55,3.33
218,0328-GRPMV,Si,Mujer,0,No,No,1,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,70.1,70.1,2.34
220,0329-GTIAJ,Si,Mujer,0,No,No,3,Si,No,Fiber optic,No,Si,No,Si,Si,Si,Month-to-month,Si,Electronic check,97.9,315.3,3.26
221,0330-BGYZE,No,Hombre,0,Si,No,60,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,One year,No,Bank transfer (automatic),102.5,6157.6,3.42
222,0330-IVZHA,Si,Mujer,0,Si,No,5,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,2.33
223,0334-GDDSO,Si,Hombre,1,No,No,3,Si,Si,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Electronic check,81.35,233.7,2.71
224,0334-ZFJSR,No,Mujer,0,Si,No,55,Si,Si,DSL,Si,Si,No,Si,No,No,One year,Si,Credit card (automatic),66.05,3462.1,2.2
225,0336-KXKFK,No,Hombre,0,No,No,72,No,No phone service,DSL,Si,No,Si,Si,Si,Si,Two year,Si,Credit card (automatic),61.2,4390.25,2.04
226,0336-PIKEI,No,Hombre,1,Si,No,72,Si,No,DSL,Si,Si,Si,Si,Si,No,Two year,No,Bank transfer (automatic),74.4,5360.75,2.48
227,0337-CNPZE,Si,Mujer,0,No,No,41,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,Si,Electronic check,106.3,4443.45,3.54
228,0343-QLUZP,No,Hombre,0,No,No,60,No,No phone service,DSL,Si,Si,Si,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,1.32
229,0345-HKJVM,Si,Mujer,0,No,No,6,Si,No,Fiber optic,No,No,No,No,Si,Si,Month-to-month,No,Electronic check,89.3,577.6,2.98
230,0345-XMMUG,No,Mujer,0,Si,No,46,Si,Si,Fiber optic,No,Si,Si,Si,Si,Si,Two year,Si,Credit card (automatic),108.9,4854.3,3.63
231,0347-UBKUZ,No,Mujer,0,No,No,15,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,0.66
232,0348-SDKOL,Si,Mujer,0,Si,No,58,Si,Si,Fiber optic,No,No,Si,Si,Si,Si,Month-to-month,Si,Credit card (automatic),102.1,5885.4,3.4
233,0354-VXMJC,No,Hombre,0,Si,Si,23,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,426.65,0.65
234,0354-WYROK,Si,Mujer,1,Si,Si,31,Si,No,Fiber optic,No,No,Si,Si,Si,Si,Month-to-month,Si,Electronic check,98.9,2911.3,3.3
235,0356-ERHVT,No,Hombre,0,Si,No,11,Si,No,DSL,No,No,No,No,No,No,Month-to-month,Si,Bank transfer (automatic),45.9,521.9,1.53
236,0356-OBMAC,No,Mujer,1,No,No,56,Si,Si,Fiber optic,No,Si,Si,Si,Si,No,Two year,Si,Bank transfer (automatic),99.9,5706.3,3.33
237,0357-NVCRI,No,Mujer,0,No,Si,25,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,0.67
238,0361-HJRDX,No,Mujer,0,No,No,68,No,No phone service,DSL,Si,Si,Si,Si,Si,Si,Two year,No,Credit card (automatic),64.35,4539.6,2.14
239,0362-RAOQO,No,Mujer,0,No,No,40,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,0.65
240,0362-ZBZWJ,Si,Hombre,0,No,No,36,Si,Si,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Electronic check,84.9,3067.2,2.83
241,0363-QJVFX,Si,Hombre,0,No,No,32,Si,Si,Fiber optic,Si,Si,No,Si,Si,Si,Month-to-month,Si,Credit card (automatic),108.15,3432.9,3.6
242,0363-SVHYR,No,Hombre,0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Two year,No,Bank transfer (automatic),86.85,6263.8,2.9
243,0365-BZUWY,No,Hombre,0,Si,No,17,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,Si,Electronic check,102.55,1742.5,3.42
244,0365-GXEZS,No,Hombre,0,Si,No,18,Si,No,Fiber optic,No,No,Si,Si,No,No,Month-to-month,No,Electronic check,78.2,1468.75,2.61
245,0365-TRTPY,No,Mujer,0,No,No,37,Si,Si,Fiber optic,Si,Si,Si,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,3.04
246,0366-NQSHS,No,Hombre,0,No,No,2,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,0.64
247,0369-ZGOVK,No,Mujer,0,Si,Si,28,Si,No,Fiber optic,No,No,No,No,No,No,One year,Si,Bank transfer (automatic),70.4,1992.2,2.35
248,0373-AIVNJ,No,Hombre,0,No,No,9,No,No phone service,DSL,Si,Si,Si,No,No,No,One year,No,Mailed check,39.55,373.0,1.32
249,0374-AACSZ,No,Mujer,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,1.67
250,0374-FIUCA,No,Hombre,0,Si,No,65,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Credit card (automatic),20.4,1414.45,0.68
251,0374-IOEGQ,No,Mujer,0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,1.49
252,0375-HVGXO,Si,Mujer,0,No,No,1,No,No phone service,DSL,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,34.7,34.7,1.16
253,0376-OIWME,No,Hombre,0,Si,No,36,Si,No,Fiber optic,Si,No,No,No,Si,Si,Month-to-month,Si,Electronic check,93.6,3366.05,3.12
254,0376-YMCJC,Si,Hombre,0,No,No,23,Si,Si,Fiber optic,No,No,No,Si,Si,No,Month-to-month,Si,Electronic check,90.6,1943.2,3.02
255,0377-JBKKT,No,Hombre,0,Si,Si,22,Si,No,DSL,Si,Si,No,Si,No,No,Month-to-month,Si,Mailed check,57.95,1271.8,1.93
256,0378-CJKPV,No,Mujer,0,Si,No,72,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,No,Credit card (automatic),112.1,7965.95,3.74
257,0378-NHQXU,Si,Mujer,0,Si,Si,17,Si,Si,Fiber optic,No,No,Si,No,Si,No,Month-to-month,No,Electronic check,88.25,1460.65,2.94
258,0378-TOVMS,Si,Mujer,0,No,No,3,Si,No,Fiber optic,No,No,No,Si,No,Si,Month-to-month,No,Electronic check,85.8,272.2,2.86
259,0378-XSZPU,Si,Hombre,0,Si,No,58,Si,No,DSL,Si,Si,Si,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,2.01
260,0379-DJQHR,No,Hombre,0,Si,Si,67,Si,No,DSL,Si,Si,Si,No,Si,Si,Two year,No,Credit card (automatic),81.35,5398.6,2.71
261,0380-NEAVX,No,Hombre,1,No,No,34,Si,No,Fiber optic,No,Si,Si,No,Si,Si,One year,Si,Electronic check,99.85,3343.15,3.33
262,0380-ZCSBI,No,Hombre,0,No,No,10,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,0.67
263,0383-CLDDA,No,Mujer,0,No,No,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,Two year,Si,Credit card (automatic),85.35,5897.4,2.84
264,0384-LPITE,No,Hombre,0,No,No,40,No,No phone service,DSL,Si,Si,Si,No,Si,Si,One year,No,Credit card (automatic),62.05,2511.55,2.07
265,0384-RVBPI,No,Hombre,0,No,No,20,Si,No,DSL,Si,No,Si,No,No,Si,Month-to-month,No,Credit card (automatic),64.4,1398.6,2.15
266,0386-CWRGM,No,Mujer,0,Si,Si,46,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,967.85,0.65
267,0388-EOPEX,Si,Mujer,0,Si,No,2,Si,No,Fiber optic,Si,No,No,No,No,No,Month-to-month,Si,Electronic check,74.4,139.4,2.48
268,0390-DCFDQ,Si,Mujer,1,Si,No,1,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Mailed check,70.45,70.45,2.35
269,0392-BZIUW,No,Mujer,0,Si,No,72,Si,Si,Fiber optic,Si,No,Si,No,Si,Si,Two year,Si,Credit card (automatic),105.0,7589.8,3.5
270,0394-YONDK,No,Hombre,0,Si,Si,70,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1790.15,0.84
271,0396-HUJBP,No,Mujer,0,No,No,2,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,0.64
272,0396-UKGAI,No,Hombre,0,No,Si,23,Si,No,DSL,No,Si,No,Si,No,No,Month-to-month,Si,Bank transfer (automatic),55.3,1284.2,1.84
273,0396-YCHWO,No,Hombre,0,Si,No,36,Si,Si,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,95.4,3474.2,3.18
274,0397-GZBBC,Si,Hombre,1,Si,No,59,Si,Si,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Bank transfer (automatic),93.85,5574.75,3.13
275,0397-ZXWQF,No,Hombre,0,No,No,67,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,0.68
276,0401-WDBXM,No,Hombre,0,Si,Si,72,Si,Si,Fiber optic,Si,No,Si,No,Si,Si,Two year,Si,Bank transfer (automatic),105.55,7542.25,3.52
277,0402-CQAJN,Si,Mujer,0,No,No,37,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,Si,Bank transfer (automatic),101.9,3545.35,3.4
278,0402-OAMEN,No,Mujer,0,Si,Si,72,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1709.1,0.82
279,0404-AHASP,No,Hombre,0,Si,No,72,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1421.9,0.66
280,0404-SWRVG,Si,Hombre,0,No,No,3,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,74.4,229.55,2.48
281,0406-BPDVR,Si,Mujer,1,Si,No,54,Si,Si,Fiber optic,No,Si,No,No,Si,Si,One year,Si,Credit card (automatic),101.5,5373.1,3.38
282,0407-BDJKB,Si,Hombre,0,Si,No,60,Si,Si,Fiber optic,No,Si,Si,No,Si,No,Month-to-month,Si,Electronic check,95.75,5742.9,3.19
283,0409-WTMPL,No,Mujer,0,Si,No,58,Si,Si,Fiber optic,Si,Si,Si,No,Si,Si,One year,Si,Credit card (automatic),110.65,6526.65,3.69
284,0410-IPFTY,No,Mujer,0,Si,No,31,Si,No,Fiber optic,No,Si,No,No,No,Si,Month-to-month,Si,Bank transfer (automatic),83.85,2674.15,2.8
285,0411-EZJZE,No,Mujer,0,No,No,3,Si,Si,DSL,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,60.25,170.5,2.01
286,0412-UCCNP,No,Hombre,0,No,No,55,Si,No,DSL,Si,No,Si,Si,No,No,Two year,Si,Electronic check,59.2,3175.85,1.97
287,0415-MOSGF,Si,Mujer,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1.48
288,0419-YAAPX,No,Hombre,0,Si,No,49,Si,No,Fiber optic,No,Si,No,No,Si,No,Month-to-month,Si,Credit card (automatic),85.3,4297.95,2.84
289,0420-BWTPW,Si,Hombre,0,No,Si,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,0.85
290,0420-HLGXF,No,Mujer,1,No,No,39,Si,Si,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,Si,Electronic check,99.75,4036.0,3.32
291,0420-TXVSG,No,Hombre,0,Si,No,66,Si,Si,DSL,Si,Si,Si,No,No,No,Two year,Si,Credit card (automatic),66.1,4428.45,2.2
292,0422-OHQHQ,No,Mujer,0,Si,Si,15,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,0.68
293,0422-UXFAP,No,Mujer,0,Si,No,51,Si,Si,Fiber optic,No,No,Si,No,Si,Si,One year,Si,Electronic check,98.85,4947.55,3.3
294,0423-UDIJQ,No,Hombre,1,No,No,9,Si,No,DSL,No,No,No,Si,No,No,Month-to-month,No,Mailed check,49.2,447.9,1.64
295,0426-TIRNE,Si,Mujer,0,No,No,1,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,0.7
296,0428-AXXLJ,No,Hombre,0,No,No,25,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Si,Bank transfer (automatic),19.5,516.3,0.65
297,0428-IKYCP,No,Hombre,0,Si,No,22,Si,No,Fiber optic,No,No,Si,No,Si,No,Month-to-month,Si,Bank transfer (automatic),87.0,1850.65,2.9
298,0430-IHCDJ,No,Hombre,0,No,No,15,Si,Si,DSL,No,No,No,No,No,No,Month-to-month,Si,Electronic check,49.0,749.25,1.63
299,0431-APWVY,Si,Mujer,0,Si,Si,28,Si,No,Fiber optic,No,No,No,No,Si,Si,One year,Si,Bank transfer (automatic),90.1,2598.95,3.0
300,0432-CAJZV,No,Hombre,0,No,No,3,Si,No,Fiber optic,No,No,No,No,Si,Si,Month-to-month,No,Mailed check,90.7,237.65,3.02
301,0434-CSFON,No,Mujer,0,Si,No,47,Si,Si,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,Si,Electronic check,100.5,4707.1,3.35
302,0436-TWFFZ,No,Mujer,0,No,No,67,Si,Si,DSL,Si,No,Si,Si,Si,Si,Two year,Si,Mailed check,85.25,5714.2,2.84
303,0439-IFYUN,No,Mujer,1,No,No,18,Si,No,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Electronic check,74.7,1294.6,2.49
304,0440-EKDCF,No,Hombre,0,Si,No,62,Si,No,DSL,No,Si,Si,Si,No,No,Two year,Si,Credit card (automatic),60.15,3753.2,2.0
305,0440-MOGPM,No,Mujer,0,No,No,41,Si,Si,DSL,No,Si,Si,No,Si,Si,One year,Si,Electronic check,80.55,3263.9,2.68
306,0440-QEXBZ,No,Mujer,0,No,No,44,Si,Si,DSL,No,No,No,No,No,No,Month-to-month,Si,Mailed check,50.15,2139.1,1.67
307,0440-UEDAI,No,Mujer,0,No,No,53,Si,No,Fiber optic,No,Si,Si,Si,No,Si,One year,Si,Credit card (automatic),94.45,5042.75,3.15
308,0442-TDYUO,No,Hombre,0,Si,No,48,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,20.05,1036.0,0.67
309,0442-ZXKVS,No,Mujer,1,Si,No,54,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,One year,Si,Bank transfer (automatic),115.6,6431.05,3.85
310,0447-BEMNG,Si,Mujer,0,Si,No,48,No,No phone service,DSL,Si,No,Si,No,No,Si,Month-to-month,Si,Bank transfer (automatic),45.3,2145.0,1.51
311,0447-RXSGD,No,Hombre,0,No,No,24,Si,Si,Fiber optic,No,Si,No,No,Si,Si,Month-to-month,Si,Bank transfer (automatic),99.65,2404.85,3.32
313,0454-OKRCT,No,Hombre,0,No,No,33,Si,No,Fiber optic,No,Si,No,Si,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,2.69
314,0455-ENTCR,No,Hombre,0,Si,No,66,Si,Si,DSL,Si,Si,No,Si,Si,Si,Two year,No,Electronic check,85.25,5538.35,2.84
315,0455-XFASS,No,Mujer,0,Si,Si,3,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,69.55,200.2,2.32
316,0458-HEUZG,No,Mujer,0,No,No,13,No,No phone service,DSL,No,No,Si,Si,No,No,Two year,No,Mailed check,35.4,450.4,1.18
317,0459-SPZHJ,No,Hombre,0,Si,Si,63,Si,Si,DSL,Si,Si,Si,No,Si,Si,Two year,No,Credit card (automatic),83.5,5435.0,2.78
318,0461-CVKMU,Si,Mujer,0,Si,Si,23,Si,No,Fiber optic,No,Si,Si,Si,No,No,Month-to-month,No,Electronic check,83.8,1900.25,2.79
319,0463-TXOAK,No,Hombre,0,No,Si,52,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1334.5,0.85
320,0463-WZZKO,No,Hombre,0,No,No,3,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Credit card (automatic),20.75,67.1,0.69
321,0463-ZSDNT,No,Hombre,0,No,No,10,Si,No,DSL,No,No,No,No,No,Si,Month-to-month,Si,Bank transfer (automatic),56.75,503.25,1.89
322,0464-WJTKO,No,Mujer,0,Si,Si,72,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,0.67
323,0468-YRPXN,No,Hombre,0,No,No,29,Si,No,Fiber optic,No,No,Si,Si,Si,Si,Month-to-month,Si,Credit card (automatic),98.8,2807.1,3.29
324,0471-ARVMX,No,Mujer,1,Si,No,62,Si,Si,Fiber optic,Si,No,Si,No,Si,Si,One year,Si,Electronic check,104.85,6312.9,3.49
325,0471-LVHGK,Si,Hombre,0,Si,No,41,Si,Si,DSL,No,No,Si,No,Si,Si,One year,Si,Electronic check,73.0,3001.2,2.43
326,0475-RIJEP,Si,Hombre,0,No,No,43,Si,Si,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Electronic check,77.85,3365.85,2.6
